chr,region,start,end,strand,gene_name
LT708304.1,SSR84,2593876,2594994,-,BQ2027_MB2365C
LT708304.1,SSR84,2595114,2596070,-,moeW
LT708304.1,SSR84,2596701,2599181,+,mmpL9a
LT708304.1,SSR84,2599194,2599589,+,mmpL9b
LT708304.1,SSR84,2599675,2600916,-,PE_PGRS39
LT708304.1,SSR84,2601415,2601487,-,BQ2027_ASNT
LT708304.1,SSR84,2601605,2602024,+,lppQ
LT708304.1,SSR84,2602280,2602537,+,BQ2027_MB2371
LT708304.1,SSR84,2602541,2604460,-,dnaG
LT708304.1,SSR84,2604465,2605760,-,dgt
LT708304.1,SSR84,2605829,2605941,+,BQ2027_MB2374
LT708304.1,SSR21,687162,687169,+,yrbE2A
LT708304.1,SSR21,687171,688058,+,yrbE2B
LT708304.1,SSR21,688064,689278,+,mce2A
LT708304.1,SSR21,689275,690306,+,mce2B
LT708304.1,SSR21,690303,691748,+,mce2C
LT708304.1,SSR21,691745,693181,+,mce2Da
LT708304.1,SSR21,693269,693835,+,lprL
LT708304.1,SSR21,694482,696032,+,mce2F
LT708304.1,SSR21,696084,696476,-,vapc4
LT708304.1,SSR21,696473,696730,-,vapb4
LT708304.1,SSR21,696913,698148,-,BQ2027_MB0613C
LT708304.1,SSR21,698399,698812,-,vapc27
LT708304.1,SSR21,698809,699045,-,vapb27
LT708304.1,SSR21,699149,699655,-,BQ2027_MB0616C
LT708304.1,SSR21,699769,700239,-,BQ2027_MB0617C
LT708304.1,SSR21,700283,701044,-,tcrA
LT708304.1,SSR21,701101,701412,+,BQ2027_MB0619
LT708304.1,SSR21,701484,702434,+,lpqO
LT708304.1,SSR21,702629,704012,+,BQ2027_IS1536
LT708304.1,SSR21,702651,703259,+,BQ2027_MB0621
LT708304.1,SSR21,703261,704004,+,BQ2027_MB0622
LT708304.1,SSR21,704058,704121,+,BQ2027_MB0623
LT708304.1,SSR12,391367,391621,+,udgA
LT708304.1,SSR12,391610,392281,-,BQ2027_MB0331C
LT708304.1,SSR12,392382,393062,+,BQ2027_MB0332
LT708304.1,SSR12,393069,393758,+,BQ2027_MB0333
LT708304.1,SSR12,393726,395075,-,cyp135A1
LT708304.1,SSR12,395141,395743,+,BQ2027_MB0335
LT708304.1,SSR12,395724,396350,-,BQ2027_MB0336C
LT708304.1,SSR12,396377,397117,-,BQ2027_MB0337C
LT708304.1,SSR12,397231,398397,+,BQ2027_MB0338
LT708304.1,SSR12,398472,399257,+,BQ2027_MB0339
LT708304.1,SSR12,399284,399658,+,BQ2027_MB0340
LT708304.1,SSR12,399688,400554,+,rmlA
LT708304.1,SSR12,400565,401080,-,PE6
LT708304.1,SSR12,401222,402733,+,BQ2027_MB0343
LT708304.1,SSR12,402903,404192,-,aspC
LT708304.1,SSR12,404223,406871,-,BQ2027_MB0345C
LT708304.1,SSR12,406980,409478,-,BQ2027_MB0346C
LT708304.1,SSR12,409664,410203,+,BQ2027_MB0347
LT708304.1,SSR12,410392,411831,+,iniB
LT708304.1,SSR12,411868,413790,+,iniA
LT708304.1,SSR12,413787,415268,+,iniC
LT708304.1,SSR12,415411,415971,-,lpqJ
LT708304.1,SSR12,416217,416489,+,BQ2027_MB0353
LT708304.1,SSR12,416531,417994,-,ansP2
LT708304.1,SSR12,418333,419319,+,BQ2027_MB0355
LT708304.1,SSR12,419322,419975,+,BQ2027_MB0356
LT708304.1,SSR12,419978,420637,+,BQ2027_MB0357
LT708304.1,SSR12,420864,422741,+,dnaK
LT708304.1,SSR12,422738,423445,+,grpE
LT708304.1,SSR12,423481,424668,+,dnaJ1
LT708304.1,SSR12,424668,425048,+,hspR
LT708304.1,SSR12,425173,426595,-,PPE8
LT708304.1,SSR45,1375332,1375469,-,BQ2027_MB1262C
LT708304.1,SSR45,1375594,1376136,-,BQ2027_MB1263C
LT708304.1,SSR45,1376133,1377440,-,BQ2027_MB1264C
LT708304.1,SSR45,1377502,1378098,-,BQ2027_MB1265C
LT708304.1,SSR45,1378248,1378775,+,BQ2027_MB1266
LT708304.1,SSR45,1378796,1380202,+,lpqY
LT708304.1,SSR45,1380199,1381122,+,sugA
LT708304.1,SSR45,1381127,1381951,+,sugB
LT708304.1,SSR45,1381956,1383137,+,sugC
LT708304.1,SSR45,1383214,1384314,-,corA
LT708304.1,SSR45,1384485,1385331,+,mdh
LT708304.1,SSR39,1197852,1198503,+,BQ2027_MB1101
LT708304.1,SSR39,1198619,1199470,+,BQ2027_MB1102
LT708304.1,SSR39,1199544,1200761,-,fadA3
LT708304.1,SSR39,1200814,1201758,-,BQ2027_MB1104C
LT708304.1,SSR39,1202155,1203048,+,lipU
LT708304.1,SSR39,1203105,1204499,+,cbs
LT708304.1,SSR39,1204701,1205423,+,pra
LT708304.1,SSR39,1205455,1206621,+,metB
LT708304.1,SSR39,1206692,1207186,-,greA
LT708304.1,SSR39,1207372,1207806,-,BQ2027_MB1110C
LT708304.1,SSR15,512292,516340,-,ctpH
LT708304.1,SSR15,516392,516835,-,BQ2027_MB0434C
LT708304.1,SSR15,517036,517911,-,xthA
LT708304.1,SSR15,517914,518822,-,BQ2027_MB0436C
LT708304.1,SSR15,518822,519415,-,def
LT708304.1,SSR15,519752,520060,+,BQ2027_MB0438
LT708304.1,SSR15,520092,520586,+,BQ2027_MB0439
LT708304.1,SSR15,520619,521341,+,sodC
LT708304.1,SSR15,521343,522473,+,BQ2027_MB0441
LT708304.1,SSR15,522533,523186,+,BQ2027_MB0442
LT708304.1,SSR15,523366,525552,-,BQ2027_MB0443C
LT708304.1,SSR15,525549,526409,-,pssA
LT708304.1,SSR15,526406,527101,-,psd
LT708304.1,SSR15,527162,528379,-,moeA2
LT708304.1,SSR15,528398,529333,-,BQ2027_MB0447C
LT708304.1,SSR15,529627,531249,+,groEL2
LT708304.1,SSR15,531315,531743,-,BQ2027_MB0449C
LT708304.1,SSR15,531770,533209,-,PPE10
LT708304.1,SSR15,533415,533601,+,BQ2027_MB0451
LT708304.1,SSR100,3092712,3092756,-,cas10
LT708304.1,SSR100,3092753,3093697,-,cas6
LT708304.1,SSR100,3093875,3094522,-,BQ2027_MB2849C
LT708304.1,SSR100,3094692,3095576,-,BQ2027_MB2850C
LT708304.1,SSR100,3095579,3096466,-,BQ2027_MB2851C
LT708304.1,SSR100,3096771,3097316,-,BQ2027_MB2852C
LT708304.1,SSR100,3097313,3097582,-,BQ2027_MB2852A
LT708304.1,SSR100,3097603,3097995,-,vapc22
LT708304.1,SSR100,3097992,3098207,-,vapb22
LT708304.1,SSR100,3098254,3099003,+,echA16
LT708304.1,SSR100,3099082,3100164,-,ugpC
LT708304.1,SSR100,3100157,3101467,-,ugpB
LT708304.1,SSR100,3101470,3102297,-,ugpE
LT708304.1,SSR100,3102294,3102836,-,ugpAb
LT708304.1,SSR100,3102833,3103204,-,ugpAa
LT708304.1,SSR100,3103291,3104610,-,dinF
LT708304.1,SSR100,3104617,3105627,-,nrnA
LT708304.1,SSR100,3105602,3106153,-,rbfA
LT708304.1,SSR100,3106153,3108855,-,infB
LT708304.1,SSR100,3108941,3109240,-,BQ2027_MB2865C
LT708304.1,SSR100,3109367,3110410,-,nusA
LT708304.1,SSR100,3110407,3110958,-,rimP
LT708304.1,SSR100,3111153,3111698,+,BQ2027_MB2868
LT708304.1,SSR100,3111695,3112183,+,BQ2027_MB2869
LT708304.1,SSR100,3112184,3113932,-,proS
LT708304.1,SSR100,3114021,3115613,-,efpA
LT708304.1,SSR100,3115636,3116853,-,cysG
LT708304.1,SSR100,3117076,3118449,-,cobB
LT708304.1,SSR100,3118449,3119072,-,cobO
LT708304.1,SSR100,3119093,3120982,-,BQ2027_MB2875C
LT708304.1,SSR100,3120979,3121449,-,BQ2027_MB2876C
LT708304.1,SSR100,3121508,3122989,-,mqo
LT708304.1,SSR100,3123196,3125043,+,PE_PGRS48
LT708304.1,SSR100,3125080,3126120,+,BQ2027_MB2879
LT708304.1,SSR100,3126133,3127512,+,mtr
LT708304.1,SSR100,3127612,3128730,+,nicT
LT708304.1,SSR89,2784732,2784938,-,BQ2027_MB2527C
LT708304.1,SSR89,2784935,2786119,-,fadE19
LT708304.1,SSR89,2786124,2788088,-,accA1
LT708304.1,SSR89,2788093,2789682,-,accD1
LT708304.1,SSR89,2789679,2790335,-,scoB
LT708304.1,SSR89,2790332,2791078,-,scoA
LT708304.1,SSR89,2791161,2792804,-,fadD35
LT708304.1,SSR89,2792920,2793567,+,BQ2027_MB2534
LT708304.1,SSR89,2793646,2794467,+,BQ2027_MB2535
LT708304.1,SSR89,2794464,2795801,-,BQ2027_MB2536C
LT708304.1,SSR89,2795886,2796692,+,BQ2027_MB2537
LT708304.1,SSR89,2796696,2798211,-,BQ2027_MB2538C
LT708304.1,SSR70,2182692,2183204,-,echA13
LT708304.1,SSR70,2183429,2184538,+,BQ2027_MB1971
LT708304.1,SSR70,2184541,2187060,+,BQ2027_MB1972
LT708304.1,SSR70,2187072,2188142,+,ephB
LT708304.1,SSR70,2188139,2188873,+,BQ2027_MB1974
LT708304.1,SSR70,2188650,2189711,+,ribA1
LT708304.1,SSR70,2189708,2190478,+,BQ2027_MB1976
LT708304.1,SSR70,2190688,2191017,-,mazf5
LT708304.1,SSR70,2191014,2191391,-,maze5
LT708304.1,SSR70,2191388,2191978,-,BQ2027_MB1979C
LT708304.1,SSR70,2192033,2193397,+,BQ2027_MB1980
LT708304.1,SSR70,2193552,2194004,-,lppG
LT708304.1,SSR70,2194068,2194469,+,BQ2027_MB1982
LT708304.1,SSR70,2194758,2195108,-,BQ2027_MB1983C
LT708304.1,SSR70,2195119,2196021,-,BQ2027_MB1984C
LT708304.1,SSR70,2196042,2196233,-,BQ2027_MB1985C
LT708304.1,SSR70,2196234,2196530,-,BQ2027_MB1986C
LT708304.1,SSR70,2196770,2196985,+,vapb14
LT708304.1,SSR70,2196982,2197293,+,vapc14
LT708304.1,SSR70,2197267,2197788,-,BQ2027_MB1989C
LT708304.1,SSR70,2197321,2197623,+,BQ2027_MB1988A
LT708304.1,SSR70,2197628,2198140,+,higb
LT708304.1,SSR70,2198182,2198631,+,higa
LT708304.1,SSR70,2198628,2199173,+,secBL
LT708304.1,SSR70,2199062,2199651,-,BQ2027_MB1993C
LT708304.1,SSR105,3345882,3346038,-,iscS
LT708304.1,SSR105,3346135,3347049,-,BQ2027_MB3052C
LT708304.1,SSR105,3347046,3347786,-,BQ2027_MB3053C
LT708304.1,SSR105,3348047,3349003,-,fixB
LT708304.1,SSR105,3349042,3349842,-,fixA
LT708304.1,SSR105,3350073,3350897,+,BQ2027_MB3056
LT708304.1,SSR105,3350894,3352474,+,BQ2027_MB3057
LT708304.1,SSR105,3352506,3353750,+,BQ2027_MB3058
LT708304.1,SSR105,3353784,3354173,+,BQ2027_MB3058A
LT708304.1,SSR105,3354352,3354900,+,BQ2027_MB3059
LT708304.1,SSR105,3354991,3355893,-,BQ2027_MB3060C
LT708304.1,SSR105,3356351,3357433,+,BQ2027_MB3061
LT708304.1,SSR105,3357430,3357621,-,TB22.2
LT708304.1,SSR2,39040,39813,-,BQ2027_MB0037C
LT708304.1,SSR2,39861,41186,-,BQ2027_MB0038C
LT708304.1,SSR2,41288,41896,+,BQ2027_MB0039
LT708304.1,SSR2,41988,42335,-,BQ2027_MB0040C
LT708304.1,SSR2,42417,43349,-,mtc28
LT708304.1,SSR2,43546,46455,+,leuS
LT708304.1,SSR2,46565,47191,-,BQ2027_MB0043C
LT708304.1,SSR2,47350,48084,-,BQ2027_MB0044C
LT708304.1,SSR2,48217,49011,-,BQ2027_MB0045C
LT708304.1,SSR2,49027,49923,-,BQ2027_MB0046C
LT708304.1,SSR2,50005,51108,-,ino1
LT708304.1,SSR2,51169,51711,-,BQ2027_MB0048C
LT708304.1,SSR2,51812,52681,-,BQ2027_MB0049C
LT708304.1,SSR2,52815,53228,+,BQ2027_MB0050
LT708304.1,SSR2,53221,55689,+,ponA1
LT708304.1,SSR2,55686,57368,+,BQ2027_MB0052
LT708304.1,SSR2,57400,57963,+,BQ2027_MB0053
LT708304.1,SSR2,58182,58472,+,rpsF
LT708304.1,SSR2,58576,59070,+,ssb
LT708304.1,SSR2,59112,59366,+,rpsR1
LT708304.1,SSR2,59399,59857,+,rplI
LT708304.1,SSR2,59886,60407,+,BQ2027_MB0058
LT708304.1,SSR2,60386,62944,+,dnaB
LT708304.1,SSR33,1026462,1027359,-,BQ2027_IS1554
LT708304.1,SSR33,1026462,1027282,-,BQ2027_MB0944C
LT708304.1,SSR33,1027507,1029829,+,BQ2027_IS1535
LT708304.1,SSR33,1027570,1028151,+,BQ2027_MB0945
LT708304.1,SSR33,1028151,1029803,+,BQ2027_MB0946
LT708304.1,SSR33,1029979,1031043,-,BQ2027_MB0947C
LT708304.1,SSR33,1031044,1033098,-,mntH
LT708304.1,SSR33,1033175,1034251,-,BQ2027_MB0949C
LT708304.1,SSR33,1034305,1035096,-,BQ2027_MB0950C
LT708304.1,SSR33,1035368,1036480,+,pstS3
LT708304.1,SSR33,1036493,1037467,+,pstC2
LT708304.1,SSR33,1037464,1038378,+,pstA1
LT708304.1,SSR33,1038385,1039494,-,pknDb
LT708304.1,SSR33,1039505,1040380,-,pknDa
LT708304.1,SSR33,1040402,1041514,-,pstS2
LT708304.1,SSR33,1041730,1041945,+,pstBa
LT708304.1,SSR33,1041977,1042561,+,pstBb
LT708304.1,SSR33,1042582,1043706,+,pstS1
LT708304.1,SSR33,1043766,1044782,+,pstC1
LT708304.1,SSR33,1044784,1045689,+,pstA2
LT708304.1,SSR33,1045666,1046487,-,mku
LT708304.1,SSR33,1046603,1048641,+,ligd
LT708304.1,SSR98,3051822,3053558,-,gpsI
LT708304.1,SSR98,3053912,3054427,-,lppU
LT708304.1,SSR98,3054440,3054709,-,rpsO
LT708304.1,SSR98,3054866,3055861,-,ribF
LT708304.1,SSR98,3056072,3057835,+,BQ2027_MB2810
LT708304.1,SSR98,3056724,3058755,+,BQ2027_IS1602
LT708304.1,SSR98,3057920,3058606,+,sirR
LT708304.1,SSR98,3058667,3059899,-,fadE21
LT708304.1,SSR98,3059925,3061130,-,ltp1
LT708304.1,SSR98,3061136,3063167,+,BQ2027_IS1602
LT708304.1,SSR98,3061163,3062542,-,BQ2027_MB2814C
LT708304.1,SSR98,3062542,3063123,-,BQ2027_MB2815C
LT708304.1,SSR98,3063325,3064221,-,truB
LT708304.1,SSR98,3064218,3064901,-,pptt
LT708304.1,SSR98,3064898,3065872,-,BQ2027_MB2818C
LT708304.1,SSR98,3066017,3066580,-,lppV
LT708304.1,SSR98,3066580,3067911,-,BQ2027_MB2820C
LT708304.1,SSR73,2275782,2276170,-,BQ2027_MB2067C
LT708304.1,SSR73,2276208,2277005,-,BQ2027_MB2068C
LT708304.1,SSR73,2277005,2277565,-,pncA
LT708304.1,SSR73,2277606,2277923,-,BQ2027_MB2070C
LT708304.1,SSR73,2278009,2279544,-,lipT
LT708304.1,SSR73,2279593,2280249,+,lppI
LT708304.1,SSR73,2280286,2282850,-,BQ2027_MB2073C
LT708304.1,SSR73,2282855,2295310,-,pks12
LT708304.1,SSR73,2295617,2295841,-,BQ2027_MB2075C
LT708304.1,SSR73,2296145,2296480,+,rbpA
LT708304.1,SSR73,2296455,2299079,-,ppm1
LT708304.1,SSR73,2299237,2300841,-,BQ2027_MB2078C
LT708304.1,SSR73,2300846,2301373,-,fxsa
LT708304.1,SSR73,2301449,2302162,+,BQ2027_MB2080
LT708304.1,SSR73,2302411,2302677,-,rpsR2
LT708304.1,SSR73,2302678,2302983,-,rpsN2
LT708304.1,SSR73,2302985,2303149,-,rpmG1
LT708304.1,SSR73,2303149,2303385,-,rpmB2
LT708304.1,SSR73,2303498,2305033,+,BQ2027_MB2085
LT708304.1,SSR73,2304603,2305004,+,BQ2027_MB2086
LT708304.1,SSR73,2305005,2305409,-,BQ2027_MB2087C
LT708304.1,SSR73,2305493,2309077,-,cobN
LT708304.1,SSR73,2309155,2309388,+,maze7
LT708304.1,SSR73,2309381,2309791,+,mazF7
LT708304.1,SSR73,2309775,2310866,+,cobG
LT708304.1,SSR73,2310876,2311502,+,cobH
LT708304.1,SSR73,2311499,2313025,+,cobI
LT708304.1,SSR73,2312971,2314194,-,BQ2027_MB2093C
LT708304.1,SSR73,2314210,2315133,-,blaC
LT708304.1,SSR73,2315268,2315361,+,sigC
LT708304.1,SSR24,756762,756762,-,mazf2
LT708304.1,SSR24,756762,756994,-,maze2
LT708304.1,SSR24,757104,757541,-,vapc7
LT708304.1,SSR24,757538,757906,-,vapb7
LT708304.1,SSR24,757906,760269,+,atsD
LT708304.1,SSR24,760301,760573,+,vapb8
LT708304.1,SSR24,760570,760908,+,vapc8
LT708304.1,SSR24,760905,761078,+,BQ2027_MB0685
LT708304.1,SSR24,761576,765094,+,rpoB
LT708304.1,SSR24,765139,769089,+,rpoC
LT708304.1,SSR24,769453,771366,-,BQ2027_MB0688C
LT708304.1,SSR24,771561,772319,+,end
LT708304.1,SSR24,772351,773193,+,lpqP
LT708304.1,SSR24,773253,773721,+,fadE8
LT708304.1,SSR80,2483712,2483931,+,BQ2027_MB2250
LT708304.1,SSR80,2484003,2484309,-,rnpB
LT708304.1,SSR80,2484489,2484809,+,BQ2027_MB2251
LT708304.1,SSR80,2484817,2485191,+,BQ2027_MB2252
LT708304.1,SSR80,2485203,2486297,-,BQ2027_MB2253C
LT708304.1,SSR80,2486294,2487031,-,BQ2027_MB2254C
LT708304.1,SSR80,2487028,2488167,-,BQ2027_MB2255C
LT708304.1,SSR80,2488164,2489258,-,cobC
LT708304.1,SSR80,2489295,2489720,-,vapC16
LT708304.1,SSR80,2489766,2489942,-,vapB16
LT708304.1,SSR80,2489837,2490712,+,ptka
LT708304.1,SSR80,2490705,2491196,+,ptpA
LT708304.1,SSR80,2491196,2492011,+,BQ2027_MB2259
LT708304.1,SSR80,2491993,2492934,-,cobD
LT708304.1,SSR80,2493048,2493815,+,BQ2027_MB2261
LT708304.1,SSR80,2493910,2494146,-,BQ2027_MB2261A
LT708304.1,SSR80,2494157,2494228,-,BQ2027_VALV
LT708304.1,SSR80,2494274,2494581,-,ahpE
LT708304.1,SDR14,4293251,4293308,+,esxB
LT708304.1,SDR14,4293341,4293628,+,esxA
LT708304.1,SDR14,4293742,4295000,+,espi
LT708304.1,SSR101,3139692,3140240,-,BQ2027_MB2892C
LT708304.1,SSR101,3140296,3141459,-,gcpE
LT708304.1,SSR101,3141476,3142690,-,rip
LT708304.1,SSR101,3142698,3143939,-,dxr
LT708304.1,SSR101,3144066,3144323,+,vapb43
LT708304.1,SSR101,3144310,3144753,+,vapc43
LT708304.1,SSR101,3144833,3145495,+,mpt83
LT708304.1,SSR101,3145775,3147862,+,dipZ
LT708304.1,SSR101,3147958,3148539,+,mpt70
LT708304.1,SSR101,3148591,3148905,+,BQ2027_MB2901
LT708304.1,SSR101,3148936,3149799,-,BQ2027_MB2902C
LT708304.1,SSR101,3149804,3150325,-,mpt53
LT708304.1,SSR101,3150511,3151605,-,BQ2027_MB2904C
LT708304.1,SSR101,3151628,3152548,-,cdsA
LT708304.1,SSR101,3152571,3153128,-,frr
LT708304.1,SSR101,3153300,3154085,-,pyrH
LT708304.1,SSR101,3154320,3155078,+,BQ2027_MB2908
LT708304.1,SSR101,3155093,3157360,-,BQ2027_IS1539
LT708304.1,SSR101,3155157,3156476,-,BQ2027_MB2909C
LT708304.1,SSR101,3156473,3157360,-,BQ2027_MB2910C
LT708304.1,SSR101,3157359,3157778,+,BQ2027_MB2911
LT708304.1,SSR101,3157792,3159213,-,amiC
LT708304.1,SSR101,3159220,3160035,-,tsf
LT708304.1,SSR101,3160047,3160910,-,rpsB
LT708304.1,SSR101,3161194,3161943,+,BQ2027_MB2915
LT708304.1,SSR101,3161722,3162948,-,PPE45
LT708304.1,SSR101,3163348,3164325,+,BQ2027_MB2917
LT708304.1,SSR101,3164322,3165218,-,xerC
LT708304.1,SSR101,3165309,3166160,-,viuB
LT708304.1,SSR101,3166193,3167362,-,dprA
LT708304.1,SSR101,3167359,3168870,-,BQ2027_MB2921C
LT708304.1,SSR101,3168870,3169256,-,BQ2027_MB2922C
LT708304.1,SSR101,3169504,3170334,-,fdhD
LT708304.1,SSR101,3170334,3172673,-,fdhF
LT708304.1,SSR101,3172731,3173036,-,BQ2027_MB2925C
LT708304.1,SSR101,3173090,3173884,-,rnhB
LT708304.1,SSR101,3173898,3174782,-,lepB
LT708304.1,SSR101,3174840,3175181,-,rplS
LT708304.1,SSR101,3175556,3176500,+,lppW
LT708304.1,SSR101,3176593,3177285,-,trmD
LT708304.1,SSR101,3177289,3177819,-,rimM
LT708304.1,SSR101,3177833,3178075,-,BQ2027_MB2932C
LT708304.1,SSR101,3178083,3178571,-,rpsP
LT708304.1,SSR101,3178755,3179198,-,BQ2027_MB2934C
LT708304.1,SSR101,3179267,3180142,+,dacB2
LT708304.1,SSR101,3180202,3180789,-,BQ2027_MB2936C
LT708304.1,SSR101,3180791,3182626,-,BQ2027_MB2937C
LT708304.1,SSR101,3182695,3184452,-,pknI
LT708304.1,SSR101,3184496,3185608,-,BQ2027_MB2939C
LT708304.1,SSR101,3185636,3187213,-,ffh
LT708304.1,SSR101,3187291,3189171,+,BQ2027_MB2941
LT708304.1,SSR101,3189182,3191608,-,glnD
LT708304.1,SSR101,3191666,3192004,-,glnB
LT708304.1,SSR101,3192001,3193434,-,amt
LT708304.1,SSR101,3193911,3194931,-,ftsY
LT708304.1,SSR4,95574,96927,+,hycE
LT708304.1,SSR4,96962,97636,+,BQ2027_MB0091
LT708304.1,SSR4,97793,98386,+,BQ2027_MB0092
LT708304.1,SSR4,98515,99285,+,BQ2027_MB0093
LT708304.1,SSR4,99719,100486,+,mtn
LT708304.1,SSR4,100618,102903,+,ctpA
LT708304.1,SSR4,102850,103698,-,BQ2027_MB0096C
LT708304.1,SSR4,103745,104464,-,BQ2027_MB0097C
LT708304.1,SSR4,104469,105251,-,BQ2027_MB0098C
LT708304.1,SSR4,105360,106751,+,PPE1
LT708304.1,SSR4,106770,107639,+,BQ2027_MB0100
LT708304.1,SSR4,107636,108183,+,fcot
LT708304.1,SSR20,654972,655021,+,grcC1
LT708304.1,SSR20,655122,655982,+,htpX
LT708304.1,SSR20,656167,657192,-,gpdA1
LT708304.1,SSR20,657253,658713,-,BQ2027_MB0580C
LT708304.1,SSR20,658791,659282,-,BQ2027_MB0581C
LT708304.1,SSR20,659352,659432,+,BQ2027_TYRT
LT708304.1,SSR20,659564,660583,+,BQ2027_MB0582
LT708304.1,SSR20,660693,662111,+,cyp135B1
LT708304.1,SSR20,662246,662512,+,BQ2027_MB0584
LT708304.1,SSR20,662538,664670,+,nrdZ
LT708304.1,SSR20,664729,666060,-,BQ2027_MB0586C
LT708304.1,SSR20,666284,666625,-,BQ2027_MB0587C
LT708304.1,SSR20,666676,666843,-,BQ2027_MB0587CA
LT708304.1,SSR20,667093,668484,-,pncb2
LT708304.1,SSR20,668494,669636,-,BQ2027_MB0589C
LT708304.1,SSR20,669852,670988,-,BQ2027_MB0590C
LT708304.1,SSR20,671091,672395,+,BQ2027_MB0591
LT708304.1,SSR20,672409,673194,+,cfp32
LT708304.1,SSR20,673239,674541,-,PE_PGRS7
LT708304.1,SSR7,190403,190629,-,PE4
LT708304.1,SSR7,190797,192146,+,BQ2027_MB0166
LT708304.1,SSR7,192174,193325,-,adhE1
LT708304.1,SSR7,193307,193762,+,BQ2027_MB0168
LT708304.1,SSR7,193816,194301,+,TB18.5
LT708304.1,SSR7,194315,195007,-,mce1r
LT708304.1,SSR7,195185,196849,+,fadD5
LT708304.1,SSR7,197053,197850,+,yrbE1A
LT708304.1,SSR7,197852,198721,+,yrbE1B
LT708304.1,SSR7,198726,200090,+,mce1A
LT708304.1,SSR7,200087,201127,+,mce1B
LT708304.1,SSR7,201124,202671,+,mce1C
LT708304.1,SSR7,202668,204260,+,mce1D
LT708304.1,SSR7,204257,205429,+,lprK
LT708304.1,SSR7,205423,205622,+,mce1F
LT708304.1,SSR9,229552,230655,+,BQ2027_MB0200
LT708304.1,SSR9,231093,231728,+,BQ2027_MB0201
LT708304.1,SSR9,231841,232425,+,BQ2027_MB0202
LT708304.1,SSR9,232425,234671,+,BQ2027_MB0203
LT708304.1,SSR9,234712,236703,-,zmp1
LT708304.1,SSR9,236746,237405,+,BQ2027_MB0205
LT708304.1,SSR9,237402,238091,+,BQ2027_MB0206
LT708304.1,SSR9,238088,238591,-,BQ2027_MB0207C
LT708304.1,SSR9,238588,241488,-,mmpL11
LT708304.1,SSR9,241710,242120,+,BQ2027_MB0209
LT708304.1,SSR9,242172,243455,-,BQ2027_MB0210C
LT708304.1,SSR9,243580,244683,+,BQ2027_MB0211
LT708304.1,SSR9,244680,244771,-,mmpL3
LT708304.1,SDR8,2287501,2289400,-,pks12
LT708304.1,SSR22,708912,710760,-,BQ2027_MB0630C
LT708304.1,SSR22,710601,711593,+,BQ2027_MB0631
LT708304.1,SSR22,711590,711832,+,BQ2027_MB0632
LT708304.1,SSR22,711829,712095,-,BQ2027_MB0633C
LT708304.1,SSR22,712027,712254,+,vapB29
LT708304.1,SSR22,712251,712652,+,vapc29
LT708304.1,SSR22,712781,713965,+,galT
LT708304.1,SSR22,713962,715053,+,galK
LT708304.1,SSR22,715448,716605,+,BQ2027_MB0637
LT708304.1,SSR22,716616,717563,+,BQ2027_MB0638
LT708304.1,SSR22,717656,717910,+,vapb30
LT708304.1,SSR22,717910,718305,+,vapc30
LT708304.1,SSR22,718399,719139,-,BQ2027_MB0641C
LT708304.1,SSR22,719271,719531,+,vapb5
LT708304.1,SSR22,719528,719935,+,vapc5
LT708304.1,SSR22,720007,721158,-,BQ2027_MB0644C
LT708304.1,SSR22,721251,722978,-,recD
LT708304.1,SSR22,722975,723261,-,recBb
LT708304.1,SSR69,2133972,2134332,-,BQ2027_MB1923C
LT708304.1,SSR69,2134386,2134793,+,BQ2027_MB1924
LT708304.1,SSR69,2134810,2135121,+,BQ2027_MB1925
LT708304.1,SSR69,2135131,2135349,+,BQ2027_MB1926
LT708304.1,SSR69,2135384,2136514,-,BQ2027_MB1927C
LT708304.1,SSR69,2137166,2137489,+,BQ2027_MB1928
LT708304.1,SSR69,2137486,2138190,+,BQ2027_MB1929
LT708304.1,SSR69,2138180,2139091,-,BQ2027_MB1931C
LT708304.1,SSR69,2139096,2139527,-,dtd
LT708304.1,SSR69,2139585,2139893,+,BQ2027_MB1933
LT708304.1,SSR69,2139859,2140935,-,lppD
LT708304.1,SSR69,2140935,2142323,-,lipJ
LT708304.1,SSR69,2142352,2143644,+,cinA
LT708304.1,SSR69,2143696,2144964,-,nanT
LT708304.1,SSR69,2145054,2145458,+,BQ2027_MB1938
LT708304.1,SSR69,2145644,2145711,+,BQ2027_MB1939
LT708304.1,SSR30,905532,905649,+,purM
LT708304.1,SSR30,905735,905917,-,BQ2027_MB0833C
LT708304.1,SSR30,906064,907170,-,BQ2027_MB0834C
LT708304.1,SSR30,907253,908122,+,BQ2027_MB0835
LT708304.1,SSR30,908168,908848,-,BQ2027_MB0836C
LT708304.1,SSR30,909011,909313,-,sseC2
LT708304.1,SSR30,909315,910148,-,cysA2
LT708304.1,SSR30,910441,910863,-,thiX
LT708304.1,SSR30,910860,911672,-,BQ2027_MB0840C
LT708304.1,SSR30,911802,912569,+,BQ2027_MB0841
LT708304.1,SSR30,912566,913513,+,mshD
LT708304.1,SSR30,913556,914332,+,phoT
LT708304.1,SSR30,914388,915029,-,phoY2
LT708304.1,SSR30,915087,917141,-,BQ2027_MB0845C
LT708304.1,SSR30,917307,918476,-,BQ2027_MB0846C
LT708304.1,SSR30,918564,919580,-,desA1
LT708304.1,SSR30,919742,920383,-,BQ2027_MB0848C
